duration,id,riskTaking,statKnow,regretExAnte,regretExPost,cond_presentation,cond_beliefs_choice_order,whichFirst,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,choiceB,round,short,age,sex,student,df
609,9a91978ae6a4bbe06de8bb3b,2,3,4,3,sampling_noiseless,choice_first,B,.8,.6,80,5,15,25,5,70,7,1,2,0,19,Male,DATA_EXPIRED,prereg
707,9b4de76db53e69ed3d0a80c3,3,3,4,3,description_noiseless,choice_first,A,1,1,45,10,45,45,10,45,2,1,2,0,40,Female,No,prereg
707,9b4de76db53e69ed3d0a80c3,3,3,4,3,description_noiseless,choice_first,B,1,1,46,9,45,46,9,45,2,0,1,1,40,Female,No,prereg
258,9b9caa8aea3c9b79dcf64516,4,5,3,2,description_noiseless,choice_first,B,2,1,25,36,39,20,30,50,7,1,1,0,24,Male,Yes,prereg
258,9b9caa8aea3c9b79dcf64516,4,5,3,2,description_noiseless,choice_first,B,2,2,33,34,33,33,34,33,7,0,2,1,24,Male,Yes,prereg
392,9c2a276668310d20bbee356f,2,4,3,5,sampling_noiseless,beliefs_first,A,1.05,.4,40,10,50,35,25,40,7,1,1,0,22,Female,No,prereg
392,9c2a276668310d20bbee356f,2,4,3,5,sampling_noiseless,beliefs_first,B,.5,1.1,30,20,50,20,30,50,7,1,2,1,22,Female,No,prereg
1929,9c77930b682424a7513af687,4,4,4,3,sampling_noiseless,choice_first,A,.5,1.5,30,40,30,35,35,30,7,1,2,0,49,Male,Yes,prereg
1929,9c77930b682424a7513af687,4,4,4,3,sampling_noiseless,choice_first,A,1,1,35,30,35,25,35,40,6,1,1,1,49,Male,Yes,prereg
529,9cb6554bd9e85d2db103de9b,3,1,5,3,description_noiseless,beliefs_first,A,1.25,1,50,20,30,60,20,20,7,0,2,1,51,Female,No,prereg
529,9cb6554bd9e85d2db103de9b,3,1,5,3,description_noiseless,beliefs_first,A,1.5,1,10,35,55,25,50,25,7,0,1,0,51,Female,No,prereg
672,9cb787ce960d6bac36743962,2,2,4,4,sampling_noiseless,choice_first,B,.8,1,45,5,50,45,5,50,6,1,2,0,33,Male,No,prereg
672,9cb787ce960d6bac36743962,2,2,4,4,sampling_noiseless,choice_first,A,.5,1,65,5,30,30,5,65,4,1,1,1,33,Male,No,prereg
1301,9d4dea2d9057139c7caeebd9,2,2,4,3,sampling_noiseless,choice_first,A,1.3,1.5,52,9,39,38,8,54,3,1,1,0,58,Female,No,prereg
1301,9d4dea2d9057139c7caeebd9,2,2,4,3,sampling_noiseless,choice_first,B,1.4,1.6,25,15,60,15,20,65,3,1,2,1,58,Female,No,prereg
385,9db981b22436c3a309bb6fd8,4,4,2,2,description_noiseless,choice_first,B,2,2,49,2,49,49,2,49,7,1,2,1,39,Male,No,prereg
385,9db981b22436c3a309bb6fd8,4,4,2,2,description_noiseless,choice_first,B,2,2,49,2,49,49,2,49,7,1,1,0,39,Male,No,prereg
438,9dca11b511fd74407c66f8c4,2,2,1,1,sampling_noiseless,beliefs_first,A,2,1,25,50,25,50,25,25,5,0,1,0,37,Female,No,prereg
438,9dca11b511fd74407c66f8c4,2,2,1,1,sampling_noiseless,beliefs_first,A,1,2,25,35,40,45,15,40,5,0,2,1,37,Female,No,prereg
1114,9df86d8259eecca5fcbe4d16,2,1,5,4,description_noiseless,choice_first,A,1,1,45,10,45,45,10,45,4,0,2,0,39,Female,No,prereg
1114,9df86d8259eecca5fcbe4d16,2,1,5,4,description_noiseless,choice_first,A,.4,.4,45,10,45,45,10,45,4,1,1,1,39,Female,No,prereg
536,9e7a70f50228cdd607e8849b,4,4,4,4,sampling_noiseless,choice_first,B,.8,1.2,50,10,40,20,20,60,6,1,1,1,54,Male,No,prereg
536,9e7a70f50228cdd607e8849b,4,4,4,4,sampling_noiseless,choice_first,A,.6,1.4,60,20,20,20,20,60,5,1,2,0,54,Male,No,prereg
1100,9f23aece3b6f4d1b798b9a60,2,1,4,4,description_noiseless,beliefs_first,B,1,.99,49,1,50,51,1,48,1,0,1,0,56,Female,No,prereg
1100,9f23aece3b6f4d1b798b9a60,2,1,4,4,description_noiseless,beliefs_first,A,1,1,49,1,50,50,1,49,1,0,2,1,56,Female,No,prereg
1242,9f3afa5b8ffbedae2556244d,4,3,4,4,sampling_noiseless,choice_first,B,1.1,.9,25,15,60,45,10,45,5,0,2,0,45,Male,No,prereg
1242,9f3afa5b8ffbedae2556244d,4,3,4,4,sampling_noiseless,choice_first,B,1,.1,80,10,10,70,10,20,5,1,1,1,45,Male,No,prereg
714,9f51baaf24e1f3a2f7b0aa77,3,3,4,2,sampling_noiseless,choice_first,B,1,.96,50,5,45,45,5,50,5,1,1,0,39,Male,No,prereg
714,9f51baaf24e1f3a2f7b0aa77,3,3,4,2,sampling_noiseless,choice_first,A,1,1.1,30,10,60,25,10,65,4,1,2,1,39,Male,No,prereg
1233,9f7324f71a90c5275abac3cb,3,1,4,2,description_noiseless,beliefs_first,B,12,1,40,20,40,45,20,35,5,0,1,1,37,Female,No,prereg
1233,9f7324f71a90c5275abac3cb,3,1,4,2,description_noiseless,beliefs_first,A,17,15,40,20,40,45,20,35,5,0,2,0,37,Female,No,prereg
715,9f739eb6575e1b1f0ca49624,4,3,4,3,sampling_noiseless,choice_first,A,1,1,48,4,48,48,4,48,7,1,2,1,61,Male,No,prereg
715,9f739eb6575e1b1f0ca49624,4,3,4,3,sampling_noiseless,choice_first,B,1,1,49.5,1,49.5,49.5,1,49.5,7,1,1,0,61,Male,No,prereg
1014,9fbf0dbafc624a68414c649a,4,3,4,2,sampling_noiseless,beliefs_first,B,.2,.4,80,0,20,60,40,0,6,1,1,1,64,Female,No,prereg
1014,9fbf0dbafc624a68414c649a,4,3,4,2,sampling_noiseless,beliefs_first,A,.02,.04,98,0,2,2,0,98,2,1,2,0,64,Female,No,prereg
755,a0908837781f591b63f7c871,2,1,4,4,description_noiseless,beliefs_first,A,1.5,.5,40,20,40,60,10,30,6,0,1,1,35,Female,No,prereg
755,a0908837781f591b63f7c871,2,1,4,4,description_noiseless,beliefs_first,A,1.5,.5,20,10,70,60,10,30,7,0,2,0,35,Female,No,prereg
823,a0a6606a5d475f4d0ddb1c3c,3,1,4,5,sampling_noiseless,beliefs_first,A,1.8,1.2,62,3,35,10,3,87,5,1,1,1,46,Female,No,prereg
823,a0a6606a5d475f4d0ddb1c3c,3,1,4,5,sampling_noiseless,beliefs_first,B,1.55,1.5,50,3,47,45,3,52,5,0,2,0,46,Female,No,prereg
770,a0b6f7c6720ea1f96f7889fb,4,4,3,3,description_noiseless,choice_first,A,1,1,46,9,45,45,9,46,7,1,2,1,32,Male,No,prereg
770,a0b6f7c6720ea1f96f7889fb,4,4,3,3,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,7,1,1,0,32,Male,No,prereg
704,a0c51755711f5343f4f47081,3,5,3,2,description_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,1,0,2,0,39,Female,No,prereg
704,a0c51755711f5343f4f47081,3,5,3,2,description_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,1,0,1,1,39,Female,No,prereg
1252,a140009e7391b3b3588fa886,3,1,4,2,sampling_noiseless,choice_first,B,2,1,3,1,96,2,0,98,4,1,2,1,50,Female,No,prereg
1252,a140009e7391b3b3588fa886,3,1,4,2,sampling_noiseless,choice_first,A,1,2,20,40,40,3,25,72,6,1,1,0,50,Female,No,prereg
1027,a14e52fb263069a3905ef322,3,3,4,4,description_noiseless,choice_first,B,2,2,50,10,40,70,10,20,6,0,1,1,27,Male,DATA_EXPIRED,prereg
1027,a14e52fb263069a3905ef322,3,3,4,4,description_noiseless,choice_first,B,2,2,0,0,100,0,0,100,6,1,2,0,27,Male,DATA_EXPIRED,prereg
682,a15a31693b6e325bc5981c0e,4,2,4,3,sampling_noiseless,beliefs_first,A,1.4,1.3,20,10,70,30,10,60,3,0,2,0,29,Female,No,prereg
682,a15a31693b6e325bc5981c0e,4,2,4,3,sampling_noiseless,beliefs_first,B,1,1,50,40,10,20,60,20,3,1,1,1,29,Female,No,prereg
728,a1ee940dc953b546de9b641e,4,5,3,3,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,4,1,1,0,43,Male,No,prereg
728,a1ee940dc953b546de9b641e,4,5,3,3,description_noiseless,choice_first,A,1,1,45,10,45,45,10,45,6,1,2,1,43,Male,No,prereg
740,a237e47cd16e555b5e1d34f5,4,2,3,3,sampling_noiseless,beliefs_first,B,.5,1.5,50,20,30,10,30,60,7,1,1,1,54,Female,No,prereg
740,a237e47cd16e555b5e1d34f5,4,2,3,3,sampling_noiseless,beliefs_first,A,1,1,40,50,10,10,50,40,7,1,2,0,54,Female,No,prereg
950,a293014cd9869af65cf61713,3,2,5,5,description_noiseless,beliefs_first,A,1,1,49.5,1,49.5,49.5,1,49.5,3,1,2,0,25,Male,DATA_EXPIRED,prereg
950,a293014cd9869af65cf61713,3,2,5,5,description_noiseless,beliefs_first,A,1,1,45.45,9.1,45.45,45.45,9.1,45.45,4,0,1,1,25,Male,DATA_EXPIRED,prereg
777,a29fa6fe29122775e491998d,2,2,5,4,description_noiseless,choice_first,B,1,1,45,10,45,45,10,45,4,1,1,1,40,Male,No,prereg
777,a29fa6fe29122775e491998d,2,2,5,4,description_noiseless,choice_first,B,1,1,45,10,45,45,10,45,4,0,2,0,40,Male,No,prereg
447,a2b5f9b5db61ca0dfa800a81,4,3,4,3,description_noiseless,beliefs_first,B,.35,1,25,50,25,20,40,40,4,1,1,0,23,Male,No,prereg
447,a2b5f9b5db61ca0dfa800a81,4,3,4,3,description_noiseless,beliefs_first,B,1,.9,25,50,25,30,45,25,3,1,2,1,23,Male,No,prereg
1334,a2d050e4e8f89895dc16132d,5,4,5,5,description_noiseless,beliefs_first,B,.98,.88,40,40,20,40,40,20,7,1,2,1,46,Male,No,prereg
1334,a2d050e4e8f89895dc16132d,5,4,5,5,description_noiseless,beliefs_first,A,.88,.98,40,40,20,40,40,20,7,1,1,0,46,Male,No,prereg
524,a30f1a208d92b22e791dd099,4,2,4,3,sampling_noiseless,choice_first,A,.8,1.2,50,0,50,50,0,50,7,1,2,0,54,Male,No,prereg
524,a30f1a208d92b22e791dd099,4,2,4,3,sampling_noiseless,choice_first,B,1,.9,45,10,45,40,10,50,4,0,1,1,54,Male,No,prereg
726,a38cd6425635a6e672e431f2,4,4,4,4,description_noiseless,beliefs_first,B,1,1,49.5,1,49.5,49.5,1,49.5,1,0,2,0,43,Male,DATA_EXPIRED,prereg
726,a38cd6425635a6e672e431f2,4,4,4,4,description_noiseless,beliefs_first,B,1,1,49.5,1,49.5,49.5,1,49.5,1,0,1,1,43,Male,DATA_EXPIRED,prereg
894,a3df421bfd16364bb2eb9eda,4,3,4,4,sampling_noiseless,choice_first,A,1.1,1.4,30,10,60,10,10,80,7,1,2,0,36,Female,No,prereg
894,a3df421bfd16364bb2eb9eda,4,3,4,4,sampling_noiseless,choice_first,A,.8,1.1,70,10,20,40,10,50,6,1,1,1,36,Female,No,prereg
915,a40c93ae68ce560859fcca06,3,2,4,4,description_noiseless,beliefs_first,B,.5,1.5,20,60,20,70,10,20,5,1,1,0,38,Female,DATA_EXPIRED,prereg
915,a40c93ae68ce560859fcca06,3,2,4,4,description_noiseless,beliefs_first,A,1,1,5,70,25,10,60,30,4,0,2,1,38,Female,DATA_EXPIRED,prereg
529,a431e26d86f7eabc22587c7b,2,1,2,4,description_noiseless,choice_first,A,.04,.04,30,30,40,20,20,60,4,1,1,0,36,Male,No,prereg
529,a431e26d86f7eabc22587c7b,2,1,2,4,description_noiseless,choice_first,A,.1,.3,20,40,40,10,40,50,5,1,2,1,36,Male,No,prereg
452,a47a325e95638d016c679c4e,3,4,4,4,sampling_noiseless,beliefs_first,B,1,.8,60,9,31,45,10,45,7,1,1,1,22,Male,No,prereg
452,a47a325e95638d016c679c4e,3,4,4,4,sampling_noiseless,beliefs_first,A,.93,.97,52,1,47,49,1,50,5,0,2,0,22,Male,No,prereg
686,a5434a04f1006df58e3f2d26,3,4,4,2,description_noiseless,choice_first,A,1,1.2,50,1,49,49,1,50,2,1,1,0,29,Female,No,prereg
686,a5434a04f1006df58e3f2d26,3,4,4,2,description_noiseless,choice_first,A,1,1.25,49,1,50,39,1,60,3,1,2,1,29,Female,No,prereg
522,a5736efe520e2ad4bc5c9677,2,3,2,2,sampling_noiseless,beliefs_first,A,1,1.04,50,5,45,45,5,50,7,1,2,0,24,Female,No,prereg
522,a5736efe520e2ad4bc5c9677,2,3,2,2,sampling_noiseless,beliefs_first,B,1,1.2,45,20,35,20,35,45,7,1,1,1,24,Female,No,prereg
862,a58f57503d081548eacc29ac,4,3,4,3,sampling_noiseless,choice_first,B,.88,.92,70,2,28,70,2,28,5,1,1,0,57,Male,No,prereg
862,a58f57503d081548eacc29ac,4,3,4,3,sampling_noiseless,choice_first,A,1.1,1.2,10,10,80,10,10,80,6,1,2,1,57,Male,No,prereg
1244,a59962577ac7ab899c2e39e5,2,3,5,4,sampling_noiseless,beliefs_first,B,.78,.82,9,1,90,9,1,90,7,1,1,0,63,Female,No,prereg
1244,a59962577ac7ab899c2e39e5,2,3,5,4,sampling_noiseless,beliefs_first,B,.8,1.2,80,10,10,70,10,20,6,1,2,1,63,Female,No,prereg
751,a5f81965f50c846331211fff,4,4,5,3,sampling_noiseless,choice_first,B,2,2,46,8,46,46,8,46,6,0,2,0,48,Male,No,prereg
751,a5f81965f50c846331211fff,4,4,5,3,sampling_noiseless,choice_first,A,.9,1.8,64,9,27,9,0,91,7,1,1,1,48,Male,No,prereg
981,a60466db784c1ec1841cf087,4,4,5,5,sampling_noiseless,beliefs_first,B,1,1,50,0,50,50,0,50,7,1,2,1,58,Male,DATA_EXPIRED,prereg
981,a60466db784c1ec1841cf087,4,4,5,5,sampling_noiseless,beliefs_first,B,.54,.54,0,0,100,2,0,98,7,1,1,0,58,Male,DATA_EXPIRED,prereg
1158,a61196c9f75a91564f0fa1fd,3,2,5,5,description_noiseless,beliefs_first,B,1,1,30,40,30,35,35,30,7,0,1,1,32,Male,No,prereg
1158,a61196c9f75a91564f0fa1fd,3,2,5,5,description_noiseless,beliefs_first,B,.25,.25,30,40,30,31,40,29,7,0,2,0,32,Male,No,prereg
632,a68660ecce382982dc1e951b,2,4,3,2,sampling_noiseless,beliefs_first,B,1,1,55,0,45,45,0,55,6,1,1,1,42,Male,No,prereg
632,a68660ecce382982dc1e951b,2,4,3,2,sampling_noiseless,beliefs_first,A,1,1,50,5,45,45,5,50,6,1,2,0,42,Male,No,prereg
486,a6a1652403d4ef87e5a94625,5,3,5,5,description_noiseless,choice_first,A,1,1.2,25,25,50,40,10,50,7,1,2,0,28,Male,No,prereg
486,a6a1652403d4ef87e5a94625,5,3,5,5,description_noiseless,choice_first,B,1,1.25,25,25,50,25,25,50,7,1,1,1,28,Male,No,prereg
519,a6ce3c05050e1ce3c528f8a3,2,2,3,3,sampling_noiseless,choice_first,B,.7,.8,90,5,5,85,6,9,6,1,1,0,36,Female,Yes,prereg
519,a6ce3c05050e1ce3c528f8a3,2,2,3,3,sampling_noiseless,choice_first,A,1.2,1.5,70,10,20,65,10,25,5,1,2,1,36,Female,Yes,prereg
512,a6d4b18c36c15e46d1829856,5,3,5,5,description_noiseless,beliefs_first,A,1,1,49,2,49,50,1,49,7,0,1,0,32,Male,No,prereg
512,a6d4b18c36c15e46d1829856,5,3,5,5,description_noiseless,beliefs_first,B,1.2,1.1,50,1,49,49,2,49,7,0,2,1,32,Male,No,prereg
497,a72efd006389cfd33c135a12,3,1,5,4,description_noiseless,beliefs_first,A,1.5,1.5,20,40,40,20,40,40,4,1,1,1,44,Female,No,prereg
497,a72efd006389cfd33c135a12,3,1,5,4,description_noiseless,beliefs_first,A,1,1,20,40,40,20,40,40,4,0,2,0,44,Female,No,prereg
496,a7321f5d2c60bc2ef21aa4b5,3,3,4,4,sampling_noiseless,choice_first,A,1.6,1.5,15,10,75,5,5,90,6,1,1,0,26,Female,No,prereg
496,a7321f5d2c60bc2ef21aa4b5,3,3,4,4,sampling_noiseless,choice_first,A,1.2,1.5,10,10,80,5,10,85,5,1,2,1,26,Female,No,prereg
1109,a78811f40693ee781763523f,3,3,5,4,sampling_noiseless,beliefs_first,B,.8,1,35,25,40,32,25,43,5,1,2,1,37,Male,No,prereg
1109,a78811f40693ee781763523f,3,3,5,4,sampling_noiseless,beliefs_first,B,1.46,1.5,2,5,93,1,3,96,5,1,1,0,37,Male,No,prereg
684,a793c1bf9eff725f199a215a,3,3,5,5,sampling_noiseless,beliefs_first,B,1.3,1.6,65,20,15,35,20,45,7,1,1,1,30,Male,No,prereg
684,a793c1bf9eff725f199a215a,3,3,5,5,sampling_noiseless,beliefs_first,A,1.4,1.6,45,0,55,45,0,55,7,1,2,0,30,Male,No,prereg
498,a840d5f7006a5b00ddb03093,1,4,1,2,description_noiseless,beliefs_first,A,1,.96,49,2,49,49,2,49,6,0,1,0,35,Male,No,prereg
498,a840d5f7006a5b00ddb03093,1,4,1,2,description_noiseless,beliefs_first,A,1,1.25,45,9,46,36,9,55,4,0,2,1,35,Male,No,prereg
457,a8e21d4c1d36734d31a66c76,5,4,5,5,sampling_noiseless,choice_first,A,2,1,70,10,20,5,5,90,7,1,1,1,38,Male,Yes,prereg
457,a8e21d4c1d36734d31a66c76,5,4,5,5,sampling_noiseless,choice_first,B,1.5,1.45,60,10,30,30,0,70,7,1,2,0,38,Male,Yes,prereg
637,a956242675ba7d04f41eaab7,3,3,5,3,description_noiseless,choice_first,A,2,2,49,2,49,49,2,49,1,0,1,0,32,Female,No,prereg
637,a956242675ba7d04f41eaab7,3,3,5,3,description_noiseless,choice_first,B,2,2,49,2,49,49,2,49,1,1,2,1,32,Female,No,prereg
804,a9594a68454489c6cc5d4101,5,3,3,3,sampling_noiseless,beliefs_first,B,1,1.04,50,5,45,50,5,45,7,0,1,0,24,Male,Yes,prereg
804,a9594a68454489c6cc5d4101,5,3,3,3,sampling_noiseless,beliefs_first,B,1,1.2,20,5,75,20,5,75,7,0,2,1,24,Male,Yes,prereg
1155,a9a9d2cffb98b25a6d252a58,4,3,5,4,description_noiseless,choice_first,A,1,.75,40,10,50,50,10,40,6,0,1,1,36,Male,No,prereg
1155,a9a9d2cffb98b25a6d252a58,4,3,5,4,description_noiseless,choice_first,A,1,.9,50,5,45,45,5,50,6,0,2,0,36,Male,No,prereg
704,aa557b3c9888532c2f643d56,4,3,4,5,sampling_noiseless,beliefs_first,B,1.08,.96,45,0,55,50,5,45,5,1,1,0,23,Female,Yes,prereg
704,aa557b3c9888532c2f643d56,4,3,4,5,sampling_noiseless,beliefs_first,B,.8,1.2,65,0,35,60,0,40,7,0,2,1,23,Female,Yes,prereg
1078,aa5abee36c23f4d073f08e43,4,2,4,4,sampling_noiseless,beliefs_first,A,1,1,45,5,50,50,5,45,6,0,2,1,50,Male,No,prereg
1078,aa5abee36c23f4d073f08e43,4,2,4,4,sampling_noiseless,beliefs_first,B,1,1,48,2,50,49,2,49,6,0,1,0,50,Male,No,prereg
649,aaabfd2adff8669f8b90e124,3,4,4,4,sampling_noiseless,choice_first,B,1,1.2,50,20,30,30,20,50,6,1,2,1,30,Female,DATA_EXPIRED,prereg
649,aaabfd2adff8669f8b90e124,3,4,4,4,sampling_noiseless,choice_first,B,.8,1.04,50,20,30,30,20,50,6,1,1,0,30,Female,DATA_EXPIRED,prereg
997,aadf399e8985c78926bb7e70,4,2,5,5,sampling_noiseless,beliefs_first,B,.42,.5,85,.5,14.5,80,.5,19.5,7,1,1,0,18,Male,Yes,prereg
997,aadf399e8985c78926bb7e70,4,2,5,5,sampling_noiseless,beliefs_first,B,.87,.65,82,1,17,78,1,21,7,1,2,1,18,Male,Yes,prereg
1826,ab34b8acd148fa91aa493726,5,3,5,5,sampling_noiseless,choice_first,A,1,104,20,10,70,20,10,70,6,1,2,0,27,Female,No,prereg
1826,ab34b8acd148fa91aa493726,5,3,5,5,sampling_noiseless,choice_first,A,1,1.5,50,20,30,10,20,70,7,1,1,1,27,Female,No,prereg
688,ab837f7ee8fab954f07e9c3f,5,2,5,4,sampling_noiseless,beliefs_first,B,0,2,30,40,30,20,60,20,7,1,1,0,32,Female,DATA_EXPIRED,prereg
1767,abf414f8ad81ebca66d77f1e,5,1,3,4,description_noiseless,choice_first,B,2,0,0,0,100,0,80,20,5,0,2,0,34,Female,No,prereg
1767,abf414f8ad81ebca66d77f1e,5,1,3,4,description_noiseless,choice_first,B,2,0,0,10,90,0,50,50,7,0,1,1,34,Female,No,prereg
642,abf5903a4f44208c0259d9c2,5,5,5,5,sampling_noiseless,beliefs_first,A,2,1.4,20,40,40,10,40,50,5,0,1,1,22,Male,No,prereg
642,abf5903a4f44208c0259d9c2,5,5,5,5,sampling_noiseless,beliefs_first,B,2,1,30,40,30,20,40,40,7,1,2,0,22,Male,No,prereg
750,ac1b5c46048dacc568033348,3,3,5,5,sampling_noiseless,choice_first,A,1.02,1,49.5,1,49.5,49,1,50,7,1,1,0,30,Male,No,prereg
750,ac1b5c46048dacc568033348,3,3,5,5,sampling_noiseless,choice_first,A,1,1,49.5,1,49.5,49.5,1,49.5,4,0,2,1,30,Male,No,prereg
654,ac2ca5a8ee98771e05fcce09,2,3,3,2,description_noiseless,choice_first,B,.68,1.12,64,.5,35.5,44,.7,55.3,4,1,1,0,28,Male,No,prereg
654,ac2ca5a8ee98771e05fcce09,2,3,3,2,description_noiseless,choice_first,A,.88,.68,34,1.2,64.8,52,1,47,5,0,2,1,28,Male,No,prereg
480,ac919e8e27f2d72ff9c9f67c,2,2,4,4,sampling_noiseless,choice_first,A,1,1.2,20,20,60,20,20,60,6,1,2,0,40,Female,No,prereg
480,ac919e8e27f2d72ff9c9f67c,2,2,4,4,sampling_noiseless,choice_first,A,1,2,30,50,20,30,20,50,6,0,1,1,40,Female,No,prereg
754,ad1529d18d2d6d8d64abdcff,3,3,5,5,description_noiseless,choice_first,B,1,1,30,40,30,30,40,30,4,0,2,0,46,Female,No,prereg
754,ad1529d18d2d6d8d64abdcff,3,3,5,5,description_noiseless,choice_first,B,1,1.25,35,35,30,30,30,40,5,0,1,1,46,Female,No,prereg
704,ad7b49cdb40c3e181f3e3329,2,1,5,2,description_noiseless,choice_first,B,1,1,30,10,60,30,9,61,7,0,2,0,27,Male,Yes,prereg
704,ad7b49cdb40c3e181f3e3329,2,1,5,2,description_noiseless,choice_first,B,1,1,45,10,45,10,0,90,7,0,1,1,27,Male,Yes,prereg
1062,ad8d55fba34d84426299a3c5,2,2,4,3,description_noiseless,choice_first,B,.04,.04,45,10,45,45,10,45,1,0,2,0,33,Female,No,prereg
1062,ad8d55fba34d84426299a3c5,2,2,4,3,description_noiseless,choice_first,B,.9,.9,45,10,45,45,10,45,1,0,1,1,33,Female,No,prereg
707,ad9207910f4d4a45c67c3e7b,4,3,5,5,sampling_noiseless,choice_first,B,1,1.2,49,2,49,48,2,50,7,1,1,0,42,Female,No,prereg
707,ad9207910f4d4a45c67c3e7b,4,3,5,5,sampling_noiseless,choice_first,A,1.2,1,49,2,49,48,2,50,5,1,2,1,42,Female,No,prereg
563,ae0111914e086cd87bb4e8b2,3,3,4,4,sampling_noiseless,choice_first,A,1,2,20,20,60,60,20,20,6,1,1,1,28,Female,Yes,prereg
563,ae0111914e086cd87bb4e8b2,3,3,4,4,sampling_noiseless,choice_first,A,1,1.5,50,25,25,25,25,50,5,1,2,0,28,Female,Yes,prereg
659,ae68b5286c7e832541d26406,3,4,5,5,sampling_noiseless,beliefs_first,A,1.46,1.5,45,10,45,45,10,45,7,1,1,0,19,Male,Yes,prereg
659,ae68b5286c7e832541d26406,3,4,5,5,sampling_noiseless,beliefs_first,A,1.2,1.4,50,5,45,45,5,50,6,1,2,1,19,Male,Yes,prereg
532,af0fb9936d816c1b566db2b2,3,5,4,5,description_noiseless,beliefs_first,B,1,1,45,10,45,45,10,45,3,0,2,1,39,Female,Yes,prereg
532,af0fb9936d816c1b566db2b2,3,5,4,5,description_noiseless,beliefs_first,B,1,1,49,2,49,49,2,49,3,0,1,0,39,Female,Yes,prereg
611,af1748f21a79a63f323654e5,3,3,2,2,description_noiseless,choice_first,A,1,1,45,9,46,45,9,46,4,0,2,1,33,Male,DATA_EXPIRED,prereg
611,af1748f21a79a63f323654e5,3,3,2,2,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,4,0,1,0,33,Male,DATA_EXPIRED,prereg
666,af58da624c09cb1310c1659d,4,4,5,4,sampling_noiseless,beliefs_first,B,1,1,49,2,49,49,2,49,6,1,1,0,34,Male,No,prereg
666,af58da624c09cb1310c1659d,4,4,5,4,sampling_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,6,1,2,1,34,Male,No,prereg
1418,af7a4f35c3e8ef2d5f947aec,3,1,5,2,sampling_noiseless,beliefs_first,B,.8,.9,46,0,54,40,0,60,7,1,1,0,41,Female,No,prereg
1418,af7a4f35c3e8ef2d5f947aec,3,1,5,2,sampling_noiseless,beliefs_first,A,1,1.2,50,0,50,30,0,70,7,1,2,1,41,Female,No,prereg
1138,afc1b29afc9d49d5ba86ef4d,4,3,5,2,description_noiseless,beliefs_first,B,1,1,33,34,33,33,34,33,6,0,1,1,31,Male,No,prereg
1138,afc1b29afc9d49d5ba86ef4d,4,3,5,2,description_noiseless,beliefs_first,B,1,1,33,34,33,33,34,33,5,0,2,0,31,Male,No,prereg
656,aff0487e9f56c2c40f642ba4,3,4,4,5,sampling_noiseless,beliefs_first,B,1.2,1.24,50,0,50,50,0,50,7,1,2,0,36,Female,No,prereg
656,aff0487e9f56c2c40f642ba4,3,4,4,5,sampling_noiseless,beliefs_first,B,.6,.8,80,10,10,60,10,30,7,1,1,1,36,Female,No,prereg
597,b01294862d7636f8a91489f0,4,3,4,4,sampling_noiseless,beliefs_first,B,1.5,1,50,0,50,20,0,80,7,1,2,1,46,Female,No,prereg
597,b01294862d7636f8a91489f0,4,3,4,4,sampling_noiseless,beliefs_first,A,1,.8,49,1,50,55,0,45,4,0,1,0,46,Female,No,prereg
456,b0417df2ef077d5a0d9ee620,4,3,5,5,description_noiseless,choice_first,B,1,1,80,10,10,80,10,10,7,1,2,0,32,Female,No,prereg
456,b0417df2ef077d5a0d9ee620,4,3,5,5,description_noiseless,choice_first,B,1,1,80,10,10,80,10,10,7,0,1,1,32,Female,No,prereg
675,b0e681ee052bd0933567070e,3,3,4,4,sampling_noiseless,choice_first,A,1.5,1,75,5,20,15,10,75,6,1,2,1,43,Female,DATA_EXPIRED,prereg
675,b0e681ee052bd0933567070e,3,3,4,4,sampling_noiseless,choice_first,A,2,1.96,50,10,40,20,20,60,6,1,1,0,43,Female,DATA_EXPIRED,prereg
892,b1baac21b6e4b76d8b6c3f07,3,2,4,4,sampling_noiseless,choice_first,B,.65,.45,59.5,1,39.5,39.5,1,59.5,5,1,2,1,23,Male,Yes,prereg
892,b1baac21b6e4b76d8b6c3f07,3,2,4,4,sampling_noiseless,choice_first,B,.7,.74,49.5,1,49.5,49.5,1,49.5,5,1,1,0,23,Male,Yes,prereg
1028,b213a469e9af662ec3393f8d,2,3,5,4,description_noiseless,choice_first,A,1.5,1,50,25,25,40,40,20,6,0,2,0,33,Female,Yes,prereg
1028,b213a469e9af662ec3393f8d,2,3,5,4,description_noiseless,choice_first,A,1.8,1,30,30,40,35,25,40,6,0,1,1,33,Female,Yes,prereg
631,b28bcf68392e975a2200d9b5,3,4,5,4,sampling_noiseless,beliefs_first,B,1,1.2,45,10,45,50,5,45,7,1,1,1,35,Female,No,prereg
